# ./go_flow.d -p 16727
CPU    PID  DELTA(us)          PACKAGE FUNCTION
  9  40148         28               os         <- .epipecheck
  9  40148         24               os       <- .(*File).Write
  9  40148         25              fmt       -> .(*pp).free
  9  40148         24              fmt         -> .(*cache).put
  9  40148         21             sync           -> .(*Mutex).Lock
  9  40148         24      sync/atomic             -> .CompareAndSwapInt32
  9  40148         28      sync/atomic             <- .CompareAndSwapInt32
  9  40148         32      sync/atomic             -> .CompareAndSwapUint32
  9  40148         30      sync/atomic             <- .CompareAndSwapUint32
  9  40148         30             sync           <- .(*Mutex).Lock
  9  40148         25             sync           -> .(*Mutex).Unlock
  9  40148         25      sync/atomic             -> .AddInt32
  9  40148         24      sync/atomic             <- .AddInt32
  9  40148         24      sync/atomic             -> .AddUint32
  9  40148         27      sync/atomic             <- .AddUint32
  9  40148         24             sync           <- .(*Mutex).Unlock
  9  40148         25              fmt         <- .(*cache).put
  9  40148         22              fmt       <- .(*pp).free
  9  40148         20              fmt     <- .Fprintf
  9  40148         19              fmt   <- .Printf
  9  40148         19              fmt   -> .Printf
  9  40148         19              fmt     -> .Fprintf
  9  40148         19              fmt       -> .newPrinter
  9  40148         19              fmt         -> .(*cache).get
  9  40148         21             sync           -> .(*Mutex).Lock
  9  40148         25      sync/atomic             -> .CompareAndSwapInt32
  9  40148         31      sync/atomic             <- .CompareAndSwapInt32
  9  40148         33      sync/atomic             -> .CompareAndSwapUint32
  9  40148         32      sync/atomic             <- .CompareAndSwapUint32
  9  40148         32             sync           <- .(*Mutex).Lock
  9  40148         27             sync           -> .(*Mutex).Unlock
  9  40148         28      sync/atomic             -> .AddInt32
  9  40148         27      sync/atomic             <- .AddInt32
  9  40148         26      sync/atomic             -> .AddUint32
  9  40148         23      sync/atomic             <- .AddUint32
  9  40148         25             sync           <- .(*Mutex).Unlock
  9  40148         21              fmt         <- .(*cache).get
  9  40148         21          runtime         -> .assertE2T
  9  40148         35          runtime           -> .memcopy64
  9  40148         23          runtime           <- .memcopy64
  9  40148         33          runtime         <- .assertE2T
  9  40148         22              fmt         -> .(*fmt).init
  9  40148         22              fmt           -> .(*fmt).clearflags
  9  40148         22              fmt           <- .(*fmt).clearflags
  9  40148         24              fmt         <- .(*fmt).init
  9  40148         21              fmt       <- .newPrinter
  9  40148         24              fmt       -> .(*pp).doPrintf
  9  40148         22              fmt       <- .(*pp).doPrintf
  9  40148         23               os       -> .(*File).Write
  9  40148         24               os         -> .(*File).write
  9  40148         21          syscall           -> .Write
  9  40148         20          syscall             -> .write
  9  40148         22          syscall               -> .Syscall
  9  40148         23          runtime                 -> .cgocall
  9  40148         24          runtime                   -> .lockOSThread
  9  40148         38          runtime                   <- .lockOSThread
  9  40148         27          runtime                   -> .entersyscall
  9  40148         25          runtime                     -> .getcallerpc
  9  40148         25          runtime                     <- .getcallerpc
  9  40148         26          runtime                     -> .getcallersp
  9  40148         25          runtime                     <- .getcallersp
  9  40148         33          runtime                     -> .atomicload
  9  40148         25          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         23          runtime                     <- .atomicstore
  9  40148         24          runtime                   <- .entersyscall
  9  40148         24          runtime                   -> .asmcgocall
  9  40148         38          runtime                     -> .asmsysvicall6
  9  40148         37          runtime                     <- .asmsysvicall6
  9  40148         28          runtime                   <- .asmcgocall
  9  40148         27          runtime                   -> .exitsyscall
  9  40148         33          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         31          runtime                   <- .exitsyscall
  9  40148         33          runtime                   -> .unlockOSThread
  9  40148         43          runtime                   <- .unlockOSThread
  9  40148         26          runtime                 <- .cgocall
  9  40148         23          syscall               <- .Syscall
  9  40148         20          syscall             <- .write
  9  40148         24          syscall           <- .Write
  9  40148         21               os         <- .(*File).write
  9  40148         20               os         -> .epipecheck
  9  40148         24      sync/atomic           -> .StoreInt32
  9  40148         25      sync/atomic           <- .StoreInt32
  9  40148         28      sync/atomic           -> .StoreUint32
  9  40148         27      sync/atomic           <- .StoreUint32
  9  40148         25               os         <- .epipecheck
  9  40148         21               os       <- .(*File).Write
  9  40148         22              fmt       -> .(*pp).free
  9  40148         22              fmt         -> .(*cache).put
  9  40148         23             sync           -> .(*Mutex).Lock
  9  40148         27      sync/atomic             -> .CompareAndSwapInt32
  9  40148         31      sync/atomic             <- .CompareAndSwapInt32
  9  40148         32      sync/atomic             -> .CompareAndSwapUint32
  9  40148         26      sync/atomic             <- .CompareAndSwapUint32
  9  40148         29             sync           <- .(*Mutex).Lock
  9  40148         24             sync           -> .(*Mutex).Unlock
  9  40148         23      sync/atomic             -> .AddInt32
  9  40148         23      sync/atomic             <- .AddInt32
  9  40148         24      sync/atomic             -> .AddUint32
  9  40148         28      sync/atomic             <- .AddUint32
  9  40148         29             sync           <- .(*Mutex).Unlock
  9  40148         26              fmt         <- .(*cache).put
  9  40148         24              fmt       <- .(*pp).free
  9  40148         22              fmt     <- .Fprintf
  9  40148         21              fmt   <- .Printf
  9  40148         22              fmt   -> .Printf
  9  40148         22              fmt     -> .Fprintf
  9  40148         22              fmt       -> .newPrinter
  9  40148         23              fmt         -> .(*cache).get
  9  40148         25             sync           -> .(*Mutex).Lock
  9  40148         28      sync/atomic             -> .CompareAndSwapInt32
  9  40148         28      sync/atomic             <- .CompareAndSwapInt32
  9  40148         33      sync/atomic             -> .CompareAndSwapUint32
  9  40148         32      sync/atomic             <- .CompareAndSwapUint32
  9  40148         29             sync           <- .(*Mutex).Lock
  9  40148         24             sync           -> .(*Mutex).Unlock
  9  40148         25      sync/atomic             -> .AddInt32
  9  40148         24      sync/atomic             <- .AddInt32
  9  40148         26      sync/atomic             -> .AddUint32
  9  40148         26      sync/atomic             <- .AddUint32
  9  40148         26             sync           <- .(*Mutex).Unlock
  9  40148         24              fmt         <- .(*cache).get
  9  40148         23          runtime         -> .assertE2T
  9  40148         35          runtime           -> .memcopy64
  9  40148         22          runtime           <- .memcopy64
  9  40148         32          runtime         <- .assertE2T
  9  40148         24              fmt         -> .(*fmt).init
  9  40148         26              fmt           -> .(*fmt).clearflags
  9  40148         27              fmt           <- .(*fmt).clearflags
  9  40148         26              fmt         <- .(*fmt).init
  9  40148         23              fmt       <- .newPrinter
  9  40148         26              fmt       -> .(*pp).doPrintf
  9  40148         27              fmt       <- .(*pp).doPrintf
  9  40148         28               os       -> .(*File).Write
  9  40148         27               os         -> .(*File).write
  9  40148         24          syscall           -> .Write
  9  40148         22          syscall             -> .write
  9  40148         24          syscall               -> .Syscall
  9  40148         25          runtime                 -> .cgocall
  9  40148         24          runtime                   -> .lockOSThread
  9  40148         37          runtime                   <- .lockOSThread
  9  40148         26          runtime                   -> .entersyscall
  9  40148         26          runtime                     -> .getcallerpc
  9  40148         25          runtime                     <- .getcallerpc
  9  40148         25          runtime                     -> .getcallersp
  9  40148         26          runtime                     <- .getcallersp
  9  40148         37          runtime                     -> .atomicload
  9  40148         26          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         24          runtime                   <- .entersyscall
  9  40148         26          runtime                   -> .asmcgocall
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         38          runtime                     <- .asmsysvicall6
  9  40148         28          runtime                   <- .asmcgocall
  9  40148         27          runtime                   -> .exitsyscall
  9  40148         33          runtime                     -> .cas
  9  40148         22          runtime                     <- .cas
  9  40148         35          runtime                   <- .exitsyscall
  9  40148         35          runtime                   -> .unlockOSThread
  9  40148         43          runtime                   <- .unlockOSThread
  9  40148         33          runtime                 <- .cgocall
  9  40148         23          syscall               <- .Syscall
  9  40148         22          syscall             <- .write
  9  40148         21          syscall           <- .Write
  9  40148         22               os         <- .(*File).write
  9  40148         22               os         -> .epipecheck
  9  40148         24      sync/atomic           -> .StoreInt32
  9  40148         26      sync/atomic           <- .StoreInt32
  9  40148         27      sync/atomic           -> .StoreUint32
  9  40148         28      sync/atomic           <- .StoreUint32
  9  40148         25               os         <- .epipecheck
  9  40148         24               os       <- .(*File).Write
  9  40148         25              fmt       -> .(*pp).free
  9  40148         23              fmt         -> .(*cache).put
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         23      sync/atomic             -> .CompareAndSwapInt32
  9  40148         26      sync/atomic             <- .CompareAndSwapInt32
  9  40148         33      sync/atomic             -> .CompareAndSwapUint32
  9  40148         32      sync/atomic             <- .CompareAndSwapUint32
  9  40148         27             sync           <- .(*Mutex).Lock
  9  40148         22             sync           -> .(*Mutex).Unlock
  9  40148         28      sync/atomic             -> .AddInt32
  9  40148         27      sync/atomic             <- .AddInt32
  9  40148         29      sync/atomic             -> .AddUint32
  9  40148         30      sync/atomic             <- .AddUint32
  9  40148         30             sync           <- .(*Mutex).Unlock
  9  40148         28              fmt         <- .(*cache).put
  9  40148         26              fmt       <- .(*pp).free
  9  40148         24              fmt     <- .Fprintf
  9  40148         24              fmt   <- .Printf
  9  40148         24              fmt   -> .Printf
  9  40148         25              fmt     -> .Fprintf
  9  40148         21              fmt       -> .newPrinter
  9  40148         22              fmt         -> .(*cache).get
  9  40148         25             sync           -> .(*Mutex).Lock
  9  40148         28      sync/atomic             -> .CompareAndSwapInt32
  9  40148         32      sync/atomic             <- .CompareAndSwapInt32
  9  40148         34      sync/atomic             -> .CompareAndSwapUint32
  9  40148         33      sync/atomic             <- .CompareAndSwapUint32
  9  40148         30             sync           <- .(*Mutex).Lock
  9  40148         26             sync           -> .(*Mutex).Unlock
  9  40148         25      sync/atomic             -> .AddInt32
  9  40148         24      sync/atomic             <- .AddInt32
  9  40148         26      sync/atomic             -> .AddUint32
  9  40148         26      sync/atomic             <- .AddUint32
  9  40148         25             sync           <- .(*Mutex).Unlock
  9  40148         23              fmt         <- .(*cache).get
  9  40148         21          runtime         -> .assertE2T
  9  40148         34          runtime           -> .memcopy64
  9  40148         25          runtime           <- .memcopy64
  9  40148         37          runtime         <- .assertE2T
  9  40148         26              fmt         -> .(*fmt).init
  9  40148         25              fmt           -> .(*fmt).clearflags
  9  40148         27              fmt           <- .(*fmt).clearflags
  9  40148         26              fmt         <- .(*fmt).init
  9  40148         23              fmt       <- .newPrinter
  9  40148         24              fmt       -> .(*pp).doPrintf
  9  40148         26              fmt       <- .(*pp).doPrintf
  9  40148         23               os       -> .(*File).Write
  9  40148         22               os         -> .(*File).write
  9  40148         22          syscall           -> .Write
  9  40148         21          syscall             -> .write
  9  40148         22          syscall               -> .Syscall
  9  40148         22          runtime                 -> .cgocall
  9  40148         24          runtime                   -> .lockOSThread
  9  40148         38          runtime                   <- .lockOSThread
  9  40148         26          runtime                   -> .entersyscall
  9  40148         25          runtime                     -> .getcallerpc
  9  40148         25          runtime                     <- .getcallerpc
  9  40148         25          runtime                     -> .getcallersp
  9  40148         25          runtime                     <- .getcallersp
  9  40148         33          runtime                     -> .atomicload
  9  40148         24          runtime                     <- .atomicload
  9  40148         22          runtime                     -> .atomicstore
  9  40148         23          runtime                     <- .atomicstore
  5  40148      10069          runtime       <- .asmsysvicall6
  5  40148         21          runtime     <- .asmcgocall
  5  40148         16          runtime   <- .sysvicall6
  5  40148         15          runtime <- .usleep
  5  40148         16          runtime -> .atomicload
  5  40148         18          runtime <- .atomicload
  5  40148         17          runtime -> .atomicload64
  5  40148         16          runtime <- .atomicload64
  5  40148         18          runtime -> .nanotime
  5  40148         16          runtime   -> .sysvicall6
  5  40148         15          runtime     -> .asmcgocall
  5  40148         16          runtime       -> .asmsysvicall6
  5  40148         16          runtime         -> .nanotime1
  5  40148         16          runtime         <- .nanotime1
  5  40148         15          runtime       <- .asmsysvicall6
  5  40148         15          runtime     <- .asmcgocall
  5  40148         14          runtime   <- .sysvicall6
  5  40148         15          runtime <- .nanotime
  5  40148         22          runtime -> .usleep
  5  40148         23          runtime   -> .sysvicall6
  5  40148         15          runtime     -> .asmcgocall
  5  40148         15          runtime       -> .asmsysvicall6
  9  40148         25          runtime                   <- .entersyscall
  9  40148         27          runtime                   -> .asmcgocall
  9  40148         37          runtime                     -> .asmsysvicall6
  9  40148         34          runtime                     <- .asmsysvicall6
  9  40148         21          runtime                   <- .asmcgocall
  9  40148         15          runtime                   -> .exitsyscall
  9  40148         20          runtime                     -> .cas
  9  40148         12          runtime                     <- .cas
  9  40148         18          runtime                   <- .exitsyscall
  9  40148         19          runtime                   -> .unlockOSThread
  9  40148         24          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         13          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         14      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         16      sync/atomic           -> .StoreUint32
  9  40148         17      sync/atomic           <- .StoreUint32
  9  40148         15               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         14              fmt       -> .(*pp).free
  9  40148         19              fmt         -> .(*cache).put
  9  40148         19             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         31      sync/atomic             -> .CompareAndSwapUint32
  9  40148         21      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         23             sync           -> .(*Mutex).Unlock
  9  40148         16      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         18             sync           <- .(*Mutex).Unlock
  9  40148         15              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         14             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         14          runtime           <- .memcopy64
  9  40148         28          runtime         <- .assertE2T
  9  40148         15              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         14              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         15              fmt       <- .(*pp).doPrintf
  9  40148         15               os       -> .(*File).Write
  9  40148         14               os         -> .(*File).write
  9  40148         14          syscall           -> .Write
  9  40148         13          syscall             -> .write
  9  40148         14          syscall               -> .Syscall
  9  40148         14          runtime                 -> .cgocall
  9  40148         15          runtime                   -> .lockOSThread
  9  40148         24          runtime                   <- .lockOSThread
  9  40148         16          runtime                   -> .entersyscall
  9  40148         15          runtime                     -> .getcallerpc
  9  40148         17          runtime                     <- .getcallerpc
  9  40148         18          runtime                     -> .getcallersp
  9  40148         16          runtime                     <- .getcallersp
  9  40148         23          runtime                     -> .atomicload
  9  40148         15          runtime                     <- .atomicload
  9  40148         15          runtime                     -> .atomicstore
  9  40148         15          runtime                     <- .atomicstore
  9  40148         15          runtime                   <- .entersyscall
  9  40148         15          runtime                   -> .asmcgocall
  9  40148         21          runtime                     -> .asmsysvicall6
  9  40148         22          runtime                     <- .asmsysvicall6
  9  40148         15          runtime                   <- .asmcgocall
  9  40148         15          runtime                   -> .exitsyscall
  9  40148         19          runtime                     -> .cas
  9  40148         12          runtime                     <- .cas
  9  40148         17          runtime                   <- .exitsyscall
  9  40148         19          runtime                   -> .unlockOSThread
  9  40148         24          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         13          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         14      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         16      sync/atomic           -> .StoreUint32
  9  40148         16      sync/atomic           <- .StoreUint32
  9  40148         15               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         13              fmt       -> .(*pp).free
  9  40148         13              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         21      sync/atomic             -> .CompareAndSwapUint32
  9  40148         20      sync/atomic             <- .CompareAndSwapUint32
  9  40148         20             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         19      sync/atomic             -> .AddUint32
  9  40148         24      sync/atomic             <- .AddUint32
  9  40148         23             sync           <- .(*Mutex).Unlock
  9  40148         16              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         13              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         14             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         14          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         14              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         15              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         14              fmt       <- .(*pp).doPrintf
  9  40148         14               os       -> .(*File).Write
  9  40148         14               os         -> .(*File).write
  9  40148         13          syscall           -> .Write
  9  40148         13          syscall             -> .write
  9  40148         16          syscall               -> .Syscall
  9  40148         15          runtime                 -> .cgocall
  9  40148         14          runtime                   -> .lockOSThread
  9  40148         25          runtime                   <- .lockOSThread
  9  40148         16          runtime                   -> .entersyscall
  9  40148         15          runtime                     -> .getcallerpc
  9  40148         20          runtime                     <- .getcallerpc
  9  40148         21          runtime                     -> .getcallersp
  9  40148         19          runtime                     <- .getcallersp
  9  40148         22          runtime                     -> .atomicload
  9  40148         15          runtime                     <- .atomicload
  9  40148         15          runtime                     -> .atomicstore
  9  40148         15          runtime                     <- .atomicstore
  9  40148         15          runtime                   <- .entersyscall
  9  40148         15          runtime                   -> .asmcgocall
  9  40148         21          runtime                     -> .asmsysvicall6
  9  40148         22          runtime                     <- .asmsysvicall6
  9  40148         16          runtime                   <- .asmcgocall
  9  40148         15          runtime                   -> .exitsyscall
  9  40148         19          runtime                     -> .cas
  9  40148         12          runtime                     <- .cas
  9  40148         17          runtime                   <- .exitsyscall
  9  40148         19          runtime                   -> .unlockOSThread
  9  40148         24          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         13          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         14      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         16      sync/atomic           -> .StoreUint32
  9  40148         17      sync/atomic           <- .StoreUint32
  9  40148         20               os         <- .epipecheck
  9  40148         18               os       <- .(*File).Write
  9  40148         14              fmt       -> .(*pp).free
  9  40148         18              fmt         -> .(*cache).put
  9  40148         24             sync           -> .(*Mutex).Lock
  9  40148         19      sync/atomic             -> .CompareAndSwapInt32
  9  40148         21      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         18             sync           <- .(*Mutex).Lock
  9  40148         21             sync           -> .(*Mutex).Unlock
  9  40148         16      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         13             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         14             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         29          runtime           -> .memcopy64
  9  40148         21          runtime           <- .memcopy64
  9  40148         27          runtime         <- .assertE2T
  9  40148         17              fmt         -> .(*fmt).init
  9  40148         15              fmt           -> .(*fmt).clearflags
  9  40148         18              fmt           <- .(*fmt).clearflags
  9  40148         17              fmt         <- .(*fmt).init
  9  40148         18              fmt       <- .newPrinter
  9  40148         19              fmt       -> .(*pp).doPrintf
  9  40148         22              fmt       <- .(*pp).doPrintf
  9  40148         25               os       -> .(*File).Write
  9  40148         22               os         -> .(*File).write
  9  40148         22          syscall           -> .Write
  9  40148         22          syscall             -> .write
  9  40148         20          syscall               -> .Syscall
  9  40148         22          runtime                 -> .cgocall
  9  40148         22          runtime                   -> .lockOSThread
  9  40148         36          runtime                   <- .lockOSThread
  9  40148         27          runtime                   -> .entersyscall
  9  40148         23          runtime                     -> .getcallerpc
  9  40148         23          runtime                     <- .getcallerpc
  9  40148         18          runtime                     -> .getcallersp
  9  40148         16          runtime                     <- .getcallersp
  9  40148         22          runtime                     -> .atomicload
  9  40148         15          runtime                     <- .atomicload
  9  40148         15          runtime                     -> .atomicstore
  9  40148         15          runtime                     <- .atomicstore
  9  40148         15          runtime                   <- .entersyscall
  9  40148         15          runtime                   -> .asmcgocall
  9  40148         22          runtime                     -> .asmsysvicall6
  9  40148         23          runtime                     <- .asmsysvicall6
  9  40148         16          runtime                   <- .asmcgocall
  9  40148         15          runtime                   -> .exitsyscall
  9  40148         19          runtime                     -> .cas
  9  40148         13          runtime                     <- .cas
  9  40148         21          runtime                   <- .exitsyscall
  9  40148         21          runtime                   -> .unlockOSThread
  9  40148         27          runtime                   <- .unlockOSThread
  9  40148         18          runtime                 <- .cgocall
  9  40148         14          syscall               <- .Syscall
  9  40148         13          syscall             <- .write
  9  40148         13          syscall           <- .Write
  9  40148         13               os         <- .(*File).write
  9  40148         13               os         -> .epipecheck
  9  40148         15      sync/atomic           -> .StoreInt32
  9  40148         15      sync/atomic           <- .StoreInt32
  9  40148         17      sync/atomic           -> .StoreUint32
  9  40148         17      sync/atomic           <- .StoreUint32
  9  40148         15               os         <- .epipecheck
  9  40148         13               os       <- .(*File).Write
  9  40148         13              fmt       -> .(*pp).free
  9  40148         14              fmt         -> .(*cache).put
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         15      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         17              fmt         <- .(*cache).put
  9  40148         20              fmt       <- .(*pp).free
  9  40148         18              fmt     <- .Fprintf
  9  40148         19              fmt   <- .Printf
  9  40148         17              fmt   -> .Printf
  9  40148         13              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         21      sync/atomic             -> .CompareAndSwapUint32
  9  40148         20      sync/atomic             <- .CompareAndSwapUint32
  9  40148         20             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         16      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         14          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         14              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         14              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         14              fmt       -> .(*pp).doPrintf
  9  40148         14              fmt       <- .(*pp).doPrintf
  9  40148         17               os       -> .(*File).Write
  9  40148         22               os         -> .(*File).write
  9  40148         24          syscall           -> .Write
  9  40148         23          syscall             -> .write
  9  40148         22          syscall               -> .Syscall
  9  40148         24          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         39          runtime                   <- .lockOSThread
  9  40148         28          runtime                   -> .entersyscall
  9  40148         26          runtime                     -> .getcallerpc
  9  40148         26          runtime                     <- .getcallerpc
  9  40148         26          runtime                     -> .getcallersp
  9  40148         25          runtime                     <- .getcallersp
  9  40148         35          runtime                     -> .atomicload
  9  40148         28          runtime                     <- .atomicload
  9  40148         26          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         26          runtime                   -> .asmcgocall
